,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow,Price
PMP,121939000.0,103677000.0,11783000.0,8577000.0,-2098000.0,3904000.0,668000.0,1138000.0,1314000.0,-2792000.0,,1552000.0,,1552000.0,,1483000.0,1453000.0,225822000.0,7596000.0,133802000.0,788000.0,1576000.0,211714000.0,129558000.0,79053000.0,252000.0,469000.0,,476683000.0,91837000.0,34750000.0,,11639000.0,130935000.0,,72677000.0,,,26347000.0,153187000.0,55700000.0,,,10616000.0,11430000.0,0.0,,,,,13868000.0,5395000.0,-221000.0,2152000.0,-12779000.0,,,3730000.0,3.1249365079365075
PND,81046000.0,71814000.0,1419000.0,14107000.0,-6294000.0,18288000.0,3561000.0,8433000.0,777000.0,4277000.0,0.0,4860000.0,,4860000.0,-100000.0,3700000.0,3700000.0,360032000.0,140290000.0,133664000.0,1097000.0,51777000.0,33204000.0,1567608000.0,1403366000.0,53927000.0,42589000.0,176938000.0,18521000.0,,2233193000.0,1284505000.0,47606000.0,,1324715000.0,,420252000.0,,316487000.0,,,1054000.0,372412000.0,38182000.0,162170000.0,,,169468000.0,2592000.0,1762118000.0,59412000.0,556000.0,-1018000.0,297000.0,103505000.0,75000.0,,-7031000.0,32.84030158730159
POM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POZ,13255000.0,10107000.0,599000.0,975000.0,3493000.0,42000.0,292000.0,2232000.0,260000.0,233000.0,,2259000.0,,2259000.0,,1350000.0,1350000.0,38582000.0,20000.0,41968000.0,,,383000.0,58776000.0,12908000.0,26826000.0,,29370000.0,2255000.0,,227691000.0,149580000.0,26774000.0,,85558000.0,4416000.0,76658000.0,,67550000.0,,,5849000.0,96435000.0,42760000.0,42658000.0,,,818000.0,94159000.0,,4387000.0,297000.0,-1775000.0,6932000.0,-966000.0,24561000.0,,-1404000.0,2.4364285714285714
PPS,24094000.0,21311000.0,974000.0,3396000.0,-1587000.0,250000.0,228000.0,-1565000.0,-738000.0,1134000.0,,4372000.0,,4372000.0,,3827000.0,3405000.0,77220000.0,1002000.0,78180000.0,2664000.0,13785000.0,66659000.0,26862000.0,14187000.0,,15896000.0,,,123398000.0,4980000.0,,85710000.0,817000.0,22773000.0,,25330000.0,,7446000.0,46792000.0,3562000.0,11153000.0,,,4879000.0,,174256000.0,,,,7132000.0,1768000.0,-2007000.0,2009000.0,-11747000.0,,,10922000.0,0.4615238095238096
PRC,8041000.0,4723000.0,3082000.0,1312000.0,-1076000.0,1872000.0,1565000.0,-769000.0,5000.0,-1000.0,,-2348000.0,,-2348000.0,,-36000.0,-36000.0,8361000.0,0.0,19751000.0,3099000.0,,27837000.0,11699000.0,2534000.0,0.0,2570000.0,1171000.0,,24055000.0,22728000.0,,0.0,,934000.0,,6366000.0,,,1804000.0,29445000.0,,,,747000.0,185000.0,0.0,,,,-3830000.0,318000.0,-65000.0,339000.0,3530000.0,12248000.0,,-175000.0,0.535079365079365
PRD,7729000.0,5966000.0,637000.0,1284000.0,-158000.0,35000.0,17000.0,-140000.0,116000.0,24000.0,,378000.0,,378000.0,,363000.0,-37000.0,8783000.0,5048000.0,2715000.0,86000.0,194000.0,49000.0,14985000.0,2158000.0,7196000.0,1986000.0,327000.0,,20990000.0,15013000.0,902000.0,-2832000.0,19700000.0,1921000.0,95000.0,53000.0,,,338000.0,5907000.0,5065000.0,284000.0,,,932000.0,43000.0,24056000.0,,,573000.0,157000.0,-60000.0,60000.0,-1628000.0,,0.0,-390000.0,2.3394285714285714
PRF,2900000.0,-7000.0,,,1586000.0,49000.0,53000.0,1967000.0,-3000.0,1053000.0,,1237000.0,,1237000.0,,939000.0,939000.0,6318000.0,425000.0,5059000.0,,,12868000.0,,7243000.0,5839000.0,12000.0,594000.0,,163951000.0,2000000.0,,55390000.0,,25663000.0,,20106000.0,,,2237000.0,2490000.0,,,,333000.0,548000.0,0.0,,,,1146000.0,126000.0,640000.0,11000.0,-96000.0,,,-11886000.0,14.417992063492065
PRI,2759000.0,,,,1162000.0,109000.0,63000.0,1208000.0,-38000.0,134000.0,,1299000.0,,1299000.0,,1095000.0,1095000.0,5275000.0,8200000.0,9844000.0,,,1172000.0,152583000.0,,175637000.0,2301000.0,2161000.0,0.0,158906000.0,52945000.0,3680000.0,,54643000.0,19790000.0,124778000.0,,,,270000.0,9555000.0,1165000.0,50564000.0,,,4475000.0,5419000.0,186926000.0,,,-946000.0,46000.0,1515000.0,103000.0,-519000.0,,0.0,-2116000.0,10.203666666666667
PRM,42077000.0,39410000.0,,3866000.0,-1199000.0,3227000.0,732000.0,1296000.0,-124000.0,549000.0,139000.0,404000.0,,404000.0,,1830000.0,1425000.0,101751000.0,331000.0,36863000.0,,42947000.0,134228000.0,6737000.0,54570000.0,198000.0,25747000.0,10881000.0,316348000.0,96996000.0,3895000.0,,11746000.0,6469000.0,,0.0,,,8979000.0,84666000.0,24410000.0,14578000.0,,,6859000.0,0.0,,,,,2836000.0,1172000.0,-2052000.0,-42000.0,-3994000.0,,,21303000.0,24.862246031746036
PRT,41363000.0,32541000.0,5775000.0,1809000.0,1238000.0,583000.0,1056000.0,765000.0,130000.0,613000.0,,1373000.0,,1373000.0,,1948000.0,1919000.0,42819000.0,5223000.0,12874000.0,,12000.0,20861000.0,38674000.0,22811000.0,,4632000.0,1145000.0,35508000.0,60458000.0,9572000.0,,10387000.0,1272000.0,6302000.0,,,,8680000.0,46530000.0,7418000.0,7253000.0,,,11278000.0,73164000.0,,,,,1338000.0,1296000.0,-434000.0,990000.0,-3530000.0,,,-2207000.0,2.672706349206349
PSW,2187000.0,1714000.0,,,1037000.0,1000.0,0.0,1038000.0,32000.0,0.0,57000.0,1992000.0,,1487000.0,,1192000.0,1192000.0,422000.0,19000.0,362000.0,,,110000.0,3639000.0,22000.0,4317000.0,2000.0,2581000.0,116000.0,,8187000.0,6043000.0,553000.0,,2599000.0,,7000.0,,,,,134000.0,2803000.0,1209000.0,,,,3164000.0,,25044000.0,,,-559000.0,,-26000.0,2000.0,,2956000.0,0.44283333333333336
PUE,64214000.0,52169000.0,2795000.0,5583000.0,3667000.0,791000.0,362000.0,4096000.0,511000.0,971000.0,,-1433000.0,,-1433000.0,,-1257000.0,-1257000.0,71968000.0,14692000.0,114360000.0,55000.0,18069000.0,12971000.0,182951000.0,57706000.0,120637000.0,,11530000.0,,66910000.0,45867000.0,8990000.0,,50222000.0,,10315000.0,49088000.0,9570000.0,11776000.0,,37496000.0,26770000.0,,,,827000.0,3615000.0,0.0,,,4748000.0,2230000.0,-3821000.0,3963000.0,-876000.0,,,11000.0,88.83833333333335
PWX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PXM,1093590000.0,961600000.0,9270000.0,56314000.0,66406000.0,5519000.0,6115000.0,65810000.0,-6872000.0,6784000.0,3314000.0,15386000.0,,15386000.0,,-172432000.0,-174374000.0,1712197000.0,297745000.0,328601000.0,16798000.0,10368000.0,1784337000.0,308355000.0,604551000.0,218780000.0,13117000.0,,3844030000.0,505472000.0,173238000.0,,93928000.0,756857000.0,,42494000.0,,,469529000.0,1025271000.0,91225000.0,,,55047000.0,66960000.0,4375308000.0,,,,,74756000.0,21007000.0,-63435000.0,64929000.0,24602000.0,,279000.0,-47839000.0,3.623055555555555
PZU,3615074000.0,2322284000.0,439984000.0,405472000.0,,13163000.0,98858000.0,1437801000.0,,0.0,,961856000.0,,961856000.0,,791235000.0,791799000.0,26933294000.0,99321000.0,1344267000.0,25006541000.0,,506052000.0,27847526000.0,,6222456000.0,20241476000.0,366556000.0,1017038000.0,,53176209000.0,11266746000.0,86352000.0,,6704681000.0,88189000.0,34905594000.0,,,2441973000.0,,32463621000.0,5000292000.0,,1380985000.0,,,3337857000.0,558767000.0,58760432000.0,-1260753000.0,,1260858000.0,40336000.0,17000.0,,2349000.0,24653000.0,
QMK,68983000.0,55146000.0,7123000.0,2679000.0,4035000.0,780000.0,941000.0,3874000.0,452000.0,0.0,0.0,527000.0,,527000.0,,411000.0,411000.0,12503000.0,41000.0,6119000.0,5187000.0,,936000.0,203290000.0,10279000.0,134714000.0,285000.0,46141000.0,3177000.0,,209824000.0,78204000.0,10375000.0,,66400000.0,,8355000.0,7713000.0,1525000.0,,,22094000.0,97415000.0,,,,25000.0,1117000.0,76957000.0,,-11566000.0,576000.0,-9993000.0,51000.0,-98000.0,,,5817000.0,10.945809523809524
QNT,4886000.0,3599000.0,460000.0,807000.0,20000.0,-2000.0,156000.0,-468000.0,56000.0,104000.0,,-113000.0,,-113000.0,,-443000.0,-466000.0,7617000.0,6288000.0,1521000.0,62000.0,23000.0,260000.0,12862000.0,559000.0,6349000.0,8898000.0,149000.0,,18262000.0,13031000.0,740000.0,-102000.0,9797000.0,-109000.0,538000.0,193000.0,,,130000.0,2360000.0,1142000.0,311000.0,,,47000.0,1257000.0,15676000.0,,,78000.0,252000.0,-846000.0,993000.0,-26000.0,,0.0,-95000.0,9.808920634920634
QRS,770000.0,-1128000.0,,,56000.0,200000.0,,5366000.0,114000.0,2000.0,106000.0,3597000.0,,3597000.0,,2883000.0,2883000.0,2983000.0,105000.0,753000.0,,2125000.0,,10591000.0,,1127000.0,5844000.0,20332000.0,256000.0,,35714000.0,31899000.0,7105000.0,,7714000.0,,116000.0,,,,,212000.0,7496000.0,6076000.0,,,,,730000.0,60851000.0,,,3369000.0,6000.0,,,,-3785000.0,0.6912592592592591
R22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAF,34190000.0,14024000.0,821000.0,4380000.0,1233000.0,288000.0,318000.0,2899000.0,-68000.0,1499000.0,,3312000.0,,3312000.0,,2257000.0,2257000.0,80372000.0,1182000.0,81433000.0,413000.0,,76653000.0,9429000.0,66813000.0,197000.0,1915000.0,1094000.0,109576000.0,72238000.0,43187000.0,,40688000.0,,17602000.0,,12280000.0,,,,33027000.0,10614000.0,,,38272000.0,138000.0,176354000.0,,,,2124000.0,1734000.0,-642000.0,4456000.0,-2161000.0,,830000.0,-1479000.0,15.905301587301587
RBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBW,55443000.0,42979000.0,4803000.0,4420000.0,3241000.0,42000.0,176000.0,3107000.0,10000.0,130000.0,,2778000.0,,2778000.0,,-4228000.0,-4386000.0,9861000.0,15752000.0,6255000.0,,101000.0,,52000.0,41952000.0,,48496000.0,40766000.0,,232533000.0,105345000.0,,19096000.0,591000.0,731000.0,,2341000.0,,567000.0,185000.0,13775000.0,5561000.0,,,19835000.0,,124777000.0,,,,6302000.0,139000.0,83000.0,19000.0,-4092000.0,,,180000.0,1.8872301587301588
RDL,14319000.0,8915000.0,893000.0,2539000.0,1972000.0,573000.0,503000.0,2042000.0,-13000.0,122000.0,,1390000.0,,1390000.0,,1129000.0,1129000.0,79854000.0,13791000.0,117437000.0,47000.0,,11500000.0,7053000.0,30861000.0,19323000.0,8169000.0,414000.0,1833000.0,5524000.0,719000.0,-2262000.0,69344000.0,,70344000.0,,37838000.0,,,8002000.0,8833000.0,551000.0,,,14537000.0,6939000.0,196620000.0,,,,-542000.0,1118000.0,-1722000.0,1745000.0,-2241000.0,0.0,,2642000.0,6.21643650793651
RDN,76283000.0,,,,-389000.0,1829000.0,14186000.0,-12746000.0,893000.0,-104000.0,,1726000.0,12000.0,-11128000.0,,-9481000.0,-5916000.0,40630000.0,68000.0,31048000.0,,9213000.0,117559000.0,85251000.0,27486000.0,112000.0,6260000.0,15578000.0,148269000.0,60545000.0,26938000.0,,52002000.0,5253000.0,,18655000.0,,,434000.0,142406000.0,88607000.0,46132000.0,,,10629000.0,0.0,,,,,7663000.0,1490000.0,-1031000.0,1338000.0,-1382000.0,,0.0,-4289000.0,2.3572698412698414
REG,40749000.0,35607000.0,379000.0,2915000.0,-4546000.0,9234000.0,122000.0,1358000.0,469000.0,10958000.0,,-11652000.0,,-11652000.0,-2349000.0,-14002000.0,-14009000.0,44807000.0,1027000.0,14000.0,,489000.0,56783000.0,1638000.0,776000.0,,,,259550000.0,-63203000.0,23531000.0,,57109000.0,,,7170000.0,,,3091000.0,108211000.0,4403000.0,41312000.0,,,12690000.0,,24850000.0,,,,9670000.0,1353000.0,38000.0,8265000.0,-696000.0,1850000.0,,149000.0,1.8363015873015873
RES,6786000.0,6989000.0,52000.0,968000.0,-693000.0,664000.0,490000.0,-196000.0,-73000.0,83000.0,,-654000.0,,-370000.0,,-1737000.0,-1737000.0,7631000.0,53000.0,2092000.0,289000.0,60000.0,31837000.0,305000.0,2020000.0,11160000.0,139000.0,51000.0,,11840000.0,1445000.0,,11431000.0,0.0,300000.0,,346000.0,,,7481000.0,20099000.0,1533000.0,,,572000.0,,4186000.0,,,,-1376000.0,259000.0,1002000.0,312000.0,303000.0,8165000.0,,507000.0,14.811373015873015
RFK,271284000.0,247949000.0,5724000.0,8487000.0,9124000.0,589000.0,466000.0,9247000.0,-301000.0,1290000.0,,19194000.0,,19194000.0,,9919000.0,9859000.0,223818000.0,13373000.0,195460000.0,37419000.0,24911000.0,284054000.0,27333000.0,232650000.0,14404000.0,38482000.0,21389000.0,458662000.0,349326000.0,139200000.0,,280325000.0,11249000.0,63350000.0,29521000.0,,,19448000.0,444896000.0,135894000.0,292546000.0,,,139220000.0,900000.0,1262399000.0,,,,-14652000.0,3375000.0,-61516000.0,4244000.0,-10843000.0,,20880000.0,29047000.0,7.402674603174603
RHD,1792000.0,,,,-750000.0,2167000.0,,-2667000.0,,,-4698000.0,,-4698000.0,,-4698000.0,-4698000.0,,2800000.0,,6132000.0,1338000.0,,82029000.0,,253000.0,,,,335542000.0,-20719000.0,20881000.0,,29133000.0,,,111066000.0,,,,131100000.0,5606000.0,,,,15066000.0,81834000.0,,,,,-28409000.0,,,,2000.0,,,-17000.0,9.186177109440269
RLP,15020000.0,13840000.0,295000.0,2936000.0,-704000.0,655000.0,678000.0,-727000.0,496000.0,3259000.0,,-1808000.0,,-1808000.0,,-2655000.0,-2765000.0,36394000.0,7614000.0,33074000.0,145000.0,376000.0,80626000.0,18257000.0,23773000.0,4000.0,1634000.0,0.0,127771000.0,53116000.0,48046000.0,,14241000.0,1367000.0,3693000.0,,,,6672000.0,19990000.0,7405000.0,2569000.0,,,6554000.0,85000.0,97210000.0,,,,704000.0,1298000.0,-3239000.0,1001000.0,-968000.0,,0.0,1964000.0,4.307507936507936
RMK,70883000.0,62334000.0,,2780000.0,5769000.0,588000.0,1320000.0,5037000.0,-1054000.0,17000.0,,1509000.0,,1509000.0,,1207000.0,1207000.0,20052000.0,155000.0,17160000.0,,110000.0,1655000.0,65908000.0,60000.0,37522000.0,,11216000.0,17110000.0,,85707000.0,42418000.0,7500000.0,,30761000.0,,3293000.0,220000.0,,,,6417000.0,117127000.0,92303000.0,,,,8922000.0,15213000.0,71381000.0,6186000.0,593000.0,-1016000.0,1173000.0,0.0,,0.0,-14670000.0,30.85015873015873
RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RON,26914000.0,17302000.0,993000.0,4013000.0,4606000.0,354000.0,138000.0,4822000.0,-42000.0,382000.0,,10903000.0,,10903000.0,,8723000.0,8723000.0,12850000.0,,16939000.0,,15925000.0,11563000.0,657477000.0,64424000.0,,96473000.0,,,765462000.0,446498000.0,12503000.0,,,113715000.0,,107926000.0,,,13747000.0,192470000.0,32101000.0,,,2778000.0,,0.0,,,,-3250000.0,1000.0,1708000.0,45000.0,-32069000.0,,,-6484000.0,0.9939365079365078
RPC,70493000.0,66881000.0,5835000.0,3503000.0,-5726000.0,3835000.0,2826000.0,-4717000.0,994000.0,4726000.0,,-7095000.0,,-7095000.0,-1173000.0,-7399000.0,-7960000.0,264817000.0,556000.0,204471000.0,8756000.0,3851000.0,165480000.0,55606000.0,67329000.0,6778000.0,5495000.0,918000.0,268477000.0,205992000.0,11515000.0,-806000.0,203820000.0,,,,,,7664000.0,116481000.0,22638000.0,41054000.0,,,8644000.0,221182000.0,,,,,14741000.0,2186000.0,-6786000.0,8664000.0,1604000.0,,,2476000.0,11.435269841269841
RWD,26094000.0,16080000.0,1857000.0,5681000.0,-2238000.0,93000.0,910000.0,-3055000.0,327000.0,1358000.0,,-1565000.0,,-1565000.0,,6545000.0,6570000.0,55869000.0,22889000.0,67370000.0,,7882000.0,9871000.0,12351000.0,16327000.0,228000.0,3219000.0,951000.0,1512000.0,146251000.0,18401000.0,,9571000.0,2677000.0,20054000.0,,13451000.0,,,11986000.0,36092000.0,7030000.0,,,1569000.0,521000.0,0.0,,,,5529000.0,1224000.0,-735000.0,271000.0,-2866000.0,,,-654000.0,1.4003345864661654
RWL,140278000.0,93944000.0,29449000.0,12631000.0,4254000.0,1547000.0,1425000.0,4376000.0,1960000.0,5462000.0,,874000.0,,874000.0,,-8936000.0,-9411000.0,330374000.0,68792000.0,247771000.0,2115000.0,59859000.0,250806000.0,242597000.0,153243000.0,1813000.0,28693000.0,,,895384000.0,30335000.0,,247320000.0,16250000.0,119664000.0,,125031000.0,,,15827000.0,250412000.0,40524000.0,,,3255000.0,10147000.0,680086000.0,,,,13964000.0,6427000.0,-3730000.0,-1965000.0,-6831000.0,,2000.0,3214000.0,10.225468253968254
SAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEK,22911000.0,18651000.0,3615000.0,539000.0,106000.0,189000.0,178000.0,117000.0,245000.0,-43000.0,-2000.0,1887000.0,,1887000.0,,1525000.0,1525000.0,30449000.0,124000.0,30250000.0,,46000.0,130000.0,24333000.0,6175000.0,16202000.0,,1721000.0,585000.0,,91440000.0,45792000.0,665000.0,,44745000.0,,20610000.0,,13111000.0,,,10693000.0,20799000.0,18470000.0,2881000.0,,,1090000.0,1026000.0,103158000.0,4553000.0,729000.0,-285000.0,-88000.0,-154000.0,,,-8909000.0,8.472324561403509
SEL,150060000.0,95019000.0,26469000.0,13801000.0,14771000.0,1066000.0,6726000.0,9111000.0,-7032000.0,-1769000.0,-5000.0,22891000.0,,22891000.0,,20314000.0,20124000.0,156240000.0,12390000.0,108398000.0,15084000.0,5117000.0,15165000.0,378191000.0,105678000.0,195046000.0,5760000.0,72897000.0,,,602528000.0,357092000.0,1136000.0,,435203000.0,723000.0,61779000.0,,34436000.0,,,27343000.0,182934000.0,83018000.0,68996000.0,,,30920000.0,,737143000.0,355000.0,3191000.0,-12715000.0,13255000.0,-5450000.0,,84000.0,-3037000.0,11.171531279178339
SEN,-57000.0,,,2234000.0,-2244000.0,,83000.0,-2326000.0,3329000.0,4197000.0,-248000.0,-9144000.0,,-9144000.0,,-7938000.0,-10854000.0,50751000.0,302389000.0,320151000.0,,416000.0,,,6900000.0,,64252000.0,8007000.0,,511361000.0,73950000.0,1404779000.0,12134000.0,0.0,78020000.0,,15272000.0,,,245995000.0,194617000.0,,10551000.0,,,,242948000.0,,,,-4284000.0,35000.0,-1850000.0,-701000.0,0.0,0.0,,96213000.0,
SES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFG,91238000.0,48334000.0,13333000.0,10504000.0,19067000.0,1654000.0,11608000.0,9114000.0,5274000.0,447000.0,275000.0,47959000.0,,47959000.0,,20633000.0,18443000.0,56651000.0,1078000.0,81903000.0,93000.0,1692000.0,157237000.0,118162000.0,59637000.0,,74362000.0,,,202071000.0,91574000.0,-2116000.0,60094000.0,43483000.0,71000.0,,,,,41775000.0,44787000.0,143000.0,,,3753000.0,,216775000.0,,,,17226000.0,3124000.0,313000.0,2655000.0,-22022000.0,,433000.0,27791000.0,1.69865873015873
SFS,42888000.0,47149000.0,,6520000.0,-4037000.0,3872000.0,571000.0,-6105000.0,26000.0,2212000.0,,-7419000.0,,-4898000.0,,-4903000.0,-5407000.0,93677000.0,6612000.0,55164000.0,1927000.0,0.0,3388000.0,27518000.0,2719000.0,9163000.0,,7046000.0,,,68490000.0,-55136000.0,22106000.0,,136173000.0,1304000.0,91748000.0,,,2967000.0,4304000.0,38801000.0,14916000.0,103628000.0,,168000.0,6097000.0,138000.0,123485000.0,,-13445000.0,3510000.0,-273000.0,247000.0,-5617000.0,-756000.0,2957000.0,-4389000.0,10.844781119465331
SGN,141149000.0,178989000.0,26443000.0,29988000.0,-94271000.0,10445000.0,1572000.0,-85398000.0,-598000.0,1611000.0,-29000.0,-19317000.0,,-19317000.0,,-17113000.0,-17057000.0,225316000.0,199476000.0,10522000.0,3126000.0,,220784000.0,18224000.0,168936000.0,16650000.0,39714000.0,13662000.0,432953000.0,222292000.0,15082000.0,-7234000.0,,36571000.0,,424000.0,39816000.0,,411815000.0,120696000.0,5521000.0,,,5914000.0,456081000.0,,,,,,-9721000.0,7289000.0,12417000.0,2177000.0,-17572000.0,,,-81626000.0,19.451809523809526
SGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHD,,,,,-1553000.0,61223000.0,32871000.0,26799000.0,441000.0,4619000.0,63000.0,5455000.0,,5455000.0,,3790000.0,3170000.0,709287000.0,56488000.0,465358000.0,0.0,1172000.0,16127000.0,210035000.0,13247000.0,24109000.0,62732000.0,35610000.0,13037000.0,,468066000.0,317088000.0,11133000.0,-725000.0,370799000.0,,20553000.0,,,,34980000.0,377755000.0,9105000.0,43837000.0,,,268043000.0,41000.0,571595000.0,,-8563000.0,2074000.0,16184000.0,,-2021000.0,9091000.0,,-9905000.0,2.5463730158730162
SHG,26820000.0,24424000.0,,,-67000.0,17000.0,635000.0,-247000.0,144000.0,20000.0,780000.0,,780000.0,,615000.0,615000.0,,47356000.0,3000.0,40613000.0,,0.0,1225000.0,40226000.0,12754000.0,257000.0,6272000.0,1068000.0,,79744000.0,63625000.0,2747000.0,,24104000.0,,48000.0,,,,,1000.0,9196000.0,5712000.0,871000.0,,,,77601000.0,,,2267000.0,1391000.0,-729000.0,813000.0,-90000.0,,,-36000.0,42.116484126984126
SKA,165178000.0,110051000.0,24602000.0,11277000.0,19248000.0,2021000.0,3686000.0,17583000.0,251000.0,86000.0,,-2277000.0,,-2277000.0,,-2216000.0,-2137000.0,167567000.0,1685000.0,165211000.0,1325000.0,2263000.0,141060000.0,76616000.0,134938000.0,,16894000.0,1152000.0,285353000.0,166995000.0,13551000.0,-28920000.0,84277000.0,4128000.0,,3029000.0,,,6028000.0,176749000.0,41684000.0,92429000.0,,,13248000.0,0.0,,,,,46308000.0,3349000.0,-7571000.0,8236000.0,-32367000.0,,21740000.0,2405000.0,28.85065873015873
SKH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKL,1203000.0,860000.0,,512000.0,-597000.0,179000.0,11000.0,-366000.0,126000.0,17000.0,521000.0,-325000.0,,-325000.0,,-281000.0,-267000.0,11909000.0,9000.0,18289000.0,,6000.0,453000.0,22138000.0,921000.0,1231000.0,1217000.0,1650000.0,35000.0,,28569000.0,25042000.0,10000000.0,-6000.0,17649000.0,6491000.0,395000.0,,,,598000.0,2970000.0,2499000.0,,,,143000.0,83000.0,29289000.0,,643000.0,77000.0,516000.0,0.0,-67000.0,,,-433000.0,2.4330396825396825
SKT,313000.0,,,7288000.0,-7016000.0,6992000.0,184000.0,-3661000.0,2026000.0,3418000.0,,-3706000.0,,-3706000.0,,-3630000.0,-3630000.0,7578000.0,695000.0,16496000.0,,11000.0,123755000.0,,2372000.0,31040000.0,350000.0,61000.0,2514000.0,105030000.0,65880000.0,,141916000.0,,11116000.0,,80000.0,,,26000.0,5995000.0,,,,401000.0,34739000.0,84283000.0,,,,-801000.0,78000.0,585000.0,3000.0,-17000.0,,,270000.0,1.0293968253968255
SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLZ,983000.0,,,,7173000.0,-40000.0,3895000.0,3237000.0,837000.0,104000.0,,162000.0,,2359000.0,764000.0,-634000.0,-634000.0,48285000.0,43000.0,,,,19769000.0,,14033000.0,,522000.0,,128373000.0,91799000.0,67589000.0,,10304000.0,,4240000.0,,,,,11499000.0,539000.0,,,,395000.0,,86127000.0,,,,0.0,22000.0,-930000.0,4000.0,-1583000.0,,,-4081000.0,
SME,3720000.0,2569000.0,723000.0,813000.0,-385000.0,65000.0,49000.0,-369000.0,18000.0,70000.0,,-123000.0,,-123000.0,,-116000.0,-116000.0,8331000.0,4357000.0,4332000.0,315000.0,63000.0,3208000.0,60000.0,7653000.0,576000.0,215000.0,1843000.0,,6607000.0,2004000.0,,0.0,53000.0,3787000.0,,1863000.0,,979000.0,1451000.0,717000.0,266000.0,,,,1583000.0,20014000.0,,,,-553000.0,297000.0,-13000.0,24000.0,-136000.0,,701000.0,2983000.0,5.9093572165708395
SNK,93395000.0,76310000.0,6696000.0,7270000.0,3119000.0,3185000.0,1463000.0,4841000.0,-151000.0,-1141000.0,,5210000.0,,5210000.0,,3338000.0,3108000.0,208587000.0,25024000.0,173176000.0,,7000.0,105622000.0,55976000.0,89117000.0,1249000.0,93567000.0,3351000.0,,891406000.0,5692000.0,0.0,204512000.0,5266000.0,36126000.0,,10643000.0,,,23788000.0,58233000.0,88307000.0,,,21767000.0,1217000.0,484029000.0,,,,12791000.0,7564000.0,-1838000.0,5150000.0,-10538000.0,,,10069000.0,6.348114035087719
SNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
